train-logloss,val-logloss,search_id,boost_round
0.625025,0.62516,0,0
0.5693,0.569558,0,1
0.523025,0.5234,0,2
0.484174,0.48467,0,3
0.451313,0.451915,0,4
0.423281,0.423992,0,5
0.399268,0.400095,0,6
0.378682,0.379629,0,7
0.360811,0.361866,0,8
0.345372,0.346534,0,9
0.331959,0.333242,0,10
0.320262,0.321649,0,11
0.310133,0.311631,0,12
0.301271,0.302864,0,13
0.293514,0.295195,0,14
0.286756,0.288532,0,15
0.280866,0.282735,0,16
0.275712,0.277675,0,17
0.271211,0.273263,0,18
0.267276,0.269411,0,19
0.26384,0.266079,0,20
0.260824,0.263162,0,21
0.258197,0.260614,0,22
0.255883,0.258392,0,23
0.253895,0.256486,0,24
0.252133,0.254816,0,25
0.250605,0.253372,0,26
0.24926,0.252116,0,27
0.248086,0.251027,0,28
0.247083,0.250092,0,29
0.246194,0.24927,0,30
0.245418,0.248565,0,31
0.244734,0.247961,0,32
0.244134,0.247428,0,33
0.243593,0.246951,0,34
0.243119,0.246539,0,35
0.242699,0.246184,0,36
0.242331,0.24588,0,37
0.242,0.245617,0,38
0.241694,0.245378,0,39
0.241437,0.245181,0,40
0.241194,0.245,0,41
0.240989,0.244855,0,42
0.240812,0.244727,0,43
0.240644,0.244618,0,44
0.240499,0.24453,0,45
0.240369,0.244448,0,46
0.240256,0.244385,0,47
0.24013,0.244317,0,48
0.240014,0.244247,0,49
0.239913,0.244195,0,50
0.239804,0.244136,0,51
0.239711,0.244086,0,52
0.239632,0.244049,0,53
0.239571,0.244023,0,54
0.239479,0.243976,0,55
0.239411,0.243957,0,56
0.239351,0.243929,0,57
0.239285,0.243897,0,58
0.239229,0.243874,0,59
0.239146,0.243833,0,60
0.239065,0.243781,0,61
0.239006,0.243764,0,62
0.238945,0.243749,0,63
0.238873,0.243726,0,64
0.238815,0.243698,0,65
0.23874,0.243673,0,66
0.238692,0.243663,0,67
0.238648,0.243653,0,68
0.238597,0.243633,0,69
0.238563,0.24362,0,70
0.238525,0.243609,0,71
0.238466,0.243585,0,72
0.238406,0.243558,0,73
0.23835,0.24354,0,74
0.238296,0.243531,0,75
0.238246,0.243507,0,76
0.23817,0.243478,0,77
0.238144,0.243471,0,78
0.238099,0.24346,0,79
0.23805,0.243451,0,80
0.238013,0.243439,0,81
0.237983,0.243436,0,82
0.237966,0.243432,0,83
0.237913,0.243416,0,84
0.237867,0.243402,0,85
0.237791,0.243377,0,86
0.237741,0.24337,0,87
0.237681,0.243351,0,88
0.237618,0.243339,0,89
0.237565,0.243325,0,90
0.237533,0.24332,0,91
0.23748,0.243308,0,92
0.237446,0.243298,0,93
0.237383,0.243268,0,94
0.237344,0.243253,0,95
0.2373,0.243245,0,96
0.23725,0.243229,0,97
0.237223,0.243216,0,98
0.237191,0.243206,0,99
0.23714,0.243194,0,100
0.23711,0.243187,0,101
0.237091,0.243183,0,102
0.237058,0.243175,0,103
0.237024,0.243164,0,104
0.236984,0.243151,0,105
0.236949,0.243141,0,106
0.236907,0.243129,0,107
0.236861,0.243116,0,108
0.236811,0.243114,0,109
0.236773,0.243103,0,110
0.236737,0.243095,0,111
0.236698,0.243086,0,112
0.236657,0.243075,0,113
0.236637,0.243068,0,114
0.236591,0.243062,0,115
0.23657,0.243061,0,116
0.236527,0.24305,0,117
0.236499,0.243044,0,118
0.236448,0.243036,0,119
0.236413,0.243026,0,120
0.236382,0.243016,0,121
0.236353,0.243008,0,122
0.236305,0.242998,0,123
0.236271,0.242991,0,124
0.236244,0.242981,0,125
0.23622,0.242969,0,126
0.236194,0.242966,0,127
0.236165,0.242959,0,128
0.236133,0.242946,0,129
0.236098,0.242942,0,130
0.236051,0.242937,0,131
0.236018,0.242932,0,132
0.235981,0.242932,0,133
0.235958,0.242935,0,134
0.235936,0.242923,0,135
0.235885,0.242907,0,136
0.235854,0.242905,0,137
0.235819,0.242891,0,138
0.235799,0.242884,0,139
0.235777,0.24288,0,140
0.235713,0.242868,0,141
0.23569,0.242866,0,142
0.235676,0.242866,0,143
0.235651,0.242863,0,144
0.235614,0.242858,0,145
0.235591,0.242851,0,146
0.235574,0.242847,0,147
0.235555,0.242843,0,148
0.235505,0.242829,0,149
0.235489,0.24283,0,150
0.235467,0.242825,0,151
0.235445,0.242825,0,152
0.235411,0.242822,0,153
0.23539,0.242814,0,154
0.235365,0.242813,0,155
0.235324,0.242807,0,156
0.235297,0.242806,0,157
0.235274,0.242804,0,158
0.23524,0.242798,0,159
0.23521,0.242785,0,160
0.235155,0.242767,0,161
0.235116,0.242762,0,162
0.235089,0.242758,0,163
0.235069,0.242753,0,164
0.235049,0.242753,0,165
0.235024,0.24275,0,166
0.234993,0.242744,0,167
0.234965,0.242743,0,168
0.234935,0.242731,0,169
0.234902,0.24273,0,170
0.234861,0.242722,0,171
0.234813,0.242717,0,172
0.234796,0.242711,0,173
0.234764,0.242705,0,174
0.234747,0.242704,0,175
0.234733,0.2427,0,176
0.234699,0.242692,0,177
0.234676,0.24268,0,178
0.234638,0.242677,0,179
0.234621,0.242674,0,180
0.234577,0.242665,0,181
0.234546,0.24266,0,182
0.234511,0.242655,0,183
0.234495,0.242655,0,184
0.234468,0.242654,0,185
0.234442,0.242646,0,186
0.234416,0.242645,0,187
0.234397,0.242645,0,188
0.23437,0.24264,0,189
0.234343,0.242628,0,190
0.234335,0.242627,0,191
0.234299,0.242623,0,192
0.234248,0.242612,0,193
0.234221,0.242613,0,194
0.234205,0.242613,0,195
0.234183,0.242603,0,196
0.234164,0.242597,0,197
0.234128,0.242595,0,198
0.234099,0.242597,0,199
0.234074,0.242594,0,200
0.234046,0.242584,0,201
0.234016,0.242583,0,202
0.233982,0.24258,0,203
0.233954,0.242581,0,204
0.233927,0.242583,0,205
0.233906,0.24258,0,206
0.23385,0.242573,0,207
0.233811,0.242565,0,208
0.233777,0.242561,0,209
0.233744,0.242557,0,210
0.233703,0.242546,0,211
0.23367,0.242543,0,212
0.233654,0.242543,0,213
0.233626,0.242539,0,214
0.233607,0.24254,0,215
0.233576,0.242542,0,216
0.233545,0.242531,0,217
0.233517,0.242527,0,218
0.233487,0.242526,0,219
0.233474,0.242524,0,220
0.233445,0.242521,0,221
0.233416,0.242523,0,222
0.233389,0.242513,0,223
0.233345,0.242504,0,224
0.23333,0.242503,0,225
0.2333,0.242494,0,226
0.233278,0.242492,0,227
0.233249,0.242488,0,228
0.233219,0.242483,0,229
0.233199,0.242484,0,230
0.23317,0.242474,0,231
0.233131,0.242475,0,232
0.233115,0.242473,0,233
0.233097,0.24247,0,234
0.233074,0.242468,0,235
0.233058,0.242465,0,236
0.233037,0.242459,0,237
0.233014,0.242456,0,238
0.232972,0.242445,0,239
0.232966,0.242444,0,240
0.232942,0.242439,0,241
0.232909,0.242435,0,242
0.23289,0.242434,0,243
0.23285,0.242427,0,244
0.232835,0.242423,0,245
0.232807,0.242422,0,246
0.232767,0.242421,0,247
0.232744,0.242421,0,248
0.232726,0.242419,0,249
0.232696,0.242411,0,250
0.232669,0.242406,0,251
0.232637,0.242405,0,252
0.232624,0.242407,0,253
0.232591,0.242403,0,254
0.23257,0.242402,0,255
0.232547,0.242404,0,256
0.232531,0.242404,0,257
0.232508,0.242404,0,258
0.232489,0.242401,0,259
0.232481,0.242402,0,260
0.232446,0.242396,0,261
0.232417,0.242393,0,262
0.232393,0.242389,0,263
0.232357,0.242385,0,264
0.232335,0.242383,0,265
0.232311,0.242385,0,266
0.232275,0.24238,0,267
0.232257,0.242379,0,268
0.232237,0.242377,0,269
0.232218,0.242378,0,270
0.232204,0.242378,0,271
0.232168,0.242368,0,272
0.232143,0.242362,0,273
0.232122,0.242359,0,274
