train-logloss,val-logloss,search_id,boost_round
0.625489,0.625551,0,0
0.570166,0.570272,0,1
0.524248,0.52439,0,2
0.485783,0.485973,0,3
0.453279,0.453507,0,4
0.425467,0.425719,0,5
0.401652,0.40193,0,6
0.381185,0.381491,0,7
0.363531,0.36387,0,8
0.348273,0.34864,0,9
0.334968,0.335354,0,10
0.323422,0.323829,0,11
0.313388,0.313814,0,12
0.304667,0.305119,0,13
0.297029,0.297499,0,14
0.290389,0.290873,0,15
0.284582,0.285082,0,16
0.279497,0.280011,0,17
0.275084,0.27561,0,18
0.271221,0.27176,0,19
0.267856,0.26841,0,20
0.264931,0.265494,0,21
0.262355,0.262927,0,22
0.260093,0.260672,0,23
0.258143,0.258731,0,24
0.256424,0.25702,0,25
0.254925,0.255538,0,26
0.253614,0.254239,0,27
0.252455,0.253095,0,28
0.251465,0.25211,0,29
0.250584,0.251239,0,30
0.249818,0.250482,0,31
0.249176,0.24985,0,32
0.248588,0.249271,0,33
0.248079,0.248769,0,34
0.247618,0.248315,0,35
0.247233,0.247941,0,36
0.246881,0.247594,0,37
0.246553,0.247272,0,38
0.246273,0.247003,0,39
0.24605,0.246783,0,40
0.245838,0.246582,0,41
0.245646,0.246394,0,42
0.245471,0.246229,0,43
0.245325,0.246092,0,44
0.2452,0.245972,0,45
0.245086,0.245867,0,46
0.244979,0.245765,0,47
0.244882,0.245675,0,48
0.244772,0.245575,0,49
0.244662,0.245471,0,50
0.24459,0.245408,0,51
0.244498,0.245322,0,52
0.244435,0.245263,0,53
0.244365,0.245197,0,54
0.244299,0.245137,0,55
0.244248,0.245096,0,56
0.244189,0.245042,0,57
0.244123,0.244982,0,58
0.244081,0.244947,0,59
0.244039,0.244913,0,60
0.243999,0.24488,0,61
0.243962,0.244849,0,62
0.24393,0.244825,0,63
0.243901,0.2448,0,64
0.243852,0.244755,0,65
0.2438,0.24471,0,66
0.243756,0.244668,0,67
0.243718,0.244639,0,68
0.243691,0.24462,0,69
0.243657,0.244592,0,70
0.243633,0.244575,0,71
0.243601,0.24455,0,72
0.24358,0.244536,0,73
0.243554,0.244514,0,74
0.24353,0.244495,0,75
0.243501,0.244472,0,76
0.243478,0.244455,0,77
0.24344,0.24442,0,78
0.243409,0.244393,0,79
0.243377,0.244368,0,80
0.243352,0.244346,0,81
0.243331,0.244332,0,82
0.243308,0.244316,0,83
0.243288,0.244304,0,84
0.243273,0.244294,0,85
0.243254,0.244281,0,86
0.243223,0.244256,0,87
0.2432,0.244239,0,88
0.243183,0.244229,0,89
0.243158,0.244212,0,90
0.243137,0.244197,0,91
0.243106,0.244172,0,92
0.243084,0.24416,0,93
0.243066,0.244149,0,94
0.243049,0.24414,0,95
0.243029,0.244126,0,96
0.243009,0.244115,0,97
0.242979,0.244092,0,98
0.242963,0.244082,0,99
0.242933,0.244058,0,100
0.242919,0.244051,0,101
0.242898,0.244037,0,102
0.242873,0.244016,0,103
0.242857,0.244008,0,104
0.242839,0.243996,0,105
0.242819,0.243983,0,106
0.242795,0.243965,0,107
0.242781,0.243959,0,108
0.24276,0.243943,0,109
0.242745,0.243934,0,110
0.242733,0.243929,0,111
0.242708,0.243913,0,112
0.242695,0.243908,0,113
0.24268,0.243896,0,114
0.242664,0.243887,0,115
0.24265,0.243881,0,116
0.24263,0.243867,0,117
0.242615,0.24386,0,118
0.242602,0.243854,0,119
0.242583,0.24384,0,120
0.242565,0.243827,0,121
0.242552,0.243821,0,122
0.242536,0.243809,0,123
0.24252,0.243799,0,124
0.242507,0.243792,0,125
0.242488,0.243781,0,126
0.242472,0.243772,0,127
0.242456,0.243762,0,128
0.242438,0.243751,0,129
0.242419,0.243736,0,130
0.242408,0.243732,0,131
0.242393,0.243721,0,132
0.242372,0.243706,0,133
0.242355,0.243694,0,134
0.242342,0.243687,0,135
0.242328,0.243677,0,136
0.242316,0.243669,0,137
0.242303,0.243666,0,138
0.242286,0.243654,0,139
0.242272,0.243646,0,140
0.242257,0.243637,0,141
0.24224,0.243625,0,142
0.242226,0.243618,0,143
0.242216,0.243613,0,144
0.242205,0.243609,0,145
0.242195,0.243603,0,146
0.242185,0.243599,0,147
0.242165,0.243587,0,148
0.242155,0.243582,0,149
0.242143,0.243576,0,150
0.24213,0.243571,0,151
0.242111,0.243557,0,152
0.242096,0.243548,0,153
0.24208,0.243537,0,154
0.242071,0.243534,0,155
0.242062,0.243532,0,156
0.242051,0.243526,0,157
0.242037,0.24352,0,158
0.242023,0.243512,0,159
0.242009,0.243506,0,160
0.241993,0.243495,0,161
0.241982,0.243488,0,162
0.24197,0.243484,0,163
0.241956,0.243477,0,164
0.241944,0.243472,0,165
0.241933,0.243468,0,166
0.24192,0.243462,0,167
0.241908,0.243457,0,168
0.241897,0.243452,0,169
0.241888,0.243449,0,170
0.241876,0.243444,0,171
0.241863,0.243434,0,172
0.241853,0.243431,0,173
0.241839,0.243424,0,174
0.241828,0.243419,0,175
0.241819,0.243418,0,176
0.24181,0.24342,0,177
0.241799,0.243416,0,178
0.241788,0.24341,0,179
0.241775,0.243404,0,180
0.241765,0.243402,0,181
0.241752,0.243396,0,182
0.241739,0.243391,0,183
0.241733,0.243389,0,184
0.241722,0.243384,0,185
0.241714,0.243383,0,186
0.241699,0.243376,0,187
0.241689,0.243371,0,188
0.241678,0.243367,0,189
0.241672,0.243367,0,190
0.24166,0.243362,0,191
0.241651,0.24336,0,192
0.24164,0.243355,0,193
0.241631,0.243351,0,194
0.241619,0.243347,0,195
0.241609,0.243342,0,196
0.2416,0.243341,0,197
0.241589,0.243339,0,198
0.241578,0.243336,0,199
0.241567,0.243331,0,200
0.241558,0.243329,0,201
0.241548,0.243325,0,202
0.241534,0.243318,0,203
0.241527,0.243316,0,204
0.241514,0.243311,0,205
0.241506,0.24331,0,206
0.241492,0.243303,0,207
0.241482,0.243298,0,208
0.241473,0.243295,0,209
0.241463,0.243293,0,210
0.241453,0.243291,0,211
0.241445,0.24329,0,212
0.241434,0.243283,0,213
0.241426,0.243284,0,214
0.241416,0.243282,0,215
0.241407,0.243278,0,216
0.241399,0.243276,0,217
0.241388,0.243271,0,218
0.241377,0.243266,0,219
0.241368,0.243263,0,220
0.241358,0.243262,0,221
0.241347,0.243257,0,222
0.241336,0.243251,0,223
0.241326,0.243246,0,224
0.241317,0.243244,0,225
0.241308,0.24324,0,226
0.241298,0.243237,0,227
0.241287,0.243233,0,228
0.241275,0.243227,0,229
0.241266,0.243226,0,230
0.241254,0.243223,0,231
0.241244,0.243219,0,232
0.241231,0.243213,0,233
0.241222,0.24321,0,234
0.241211,0.243206,0,235
0.2412,0.243201,0,236
0.241186,0.243191,0,237
0.241178,0.243189,0,238
0.24117,0.243186,0,239
0.241163,0.243184,0,240
0.241153,0.243181,0,241
0.241142,0.243175,0,242
0.241133,0.243175,0,243
0.241126,0.243174,0,244
0.241119,0.243173,0,245
0.241107,0.243169,0,246
0.241097,0.243165,0,247
0.241087,0.24316,0,248
0.241077,0.243156,0,249
0.241065,0.243152,0,250
0.241057,0.24315,0,251
0.241049,0.24315,0,252
0.241041,0.243148,0,253
0.241033,0.243147,0,254
0.241025,0.243147,0,255
0.241017,0.243146,0,256
0.241003,0.243139,0,257
0.240993,0.243136,0,258
0.240985,0.243135,0,259
0.240975,0.243133,0,260
0.240964,0.243128,0,261
0.240953,0.243124,0,262
0.24094,0.243116,0,263
0.240929,0.243111,0,264
0.240921,0.243109,0,265
0.240911,0.243104,0,266
0.240902,0.243104,0,267
0.240892,0.243101,0,268
0.240882,0.243096,0,269
0.240876,0.243094,0,270
0.240866,0.243091,0,271
0.240856,0.243089,0,272
0.240849,0.243087,0,273
0.24084,0.243085,0,274
