train-logloss,val-logloss,search_id,boost_round
0.625538,0.625596,0,0
0.570325,0.57043,0,1
0.52448,0.524625,0,2
0.486138,0.486325,0,3
0.453685,0.453906,0,4
0.425909,0.42615,0,5
0.402103,0.402372,0,6
0.381631,0.381923,0,7
0.363988,0.364309,0,8
0.348769,0.349117,0,9
0.335457,0.335828,0,10
0.323908,0.324303,0,11
0.313867,0.314279,0,12
0.305176,0.305614,0,13
0.297535,0.297986,0,14
0.290887,0.291347,0,15
0.285079,0.285549,0,16
0.280011,0.280493,0,17
0.275602,0.276098,0,18
0.271738,0.272244,0,19
0.268383,0.2689,0,20
0.265442,0.265975,0,21
0.262889,0.263429,0,22
0.260623,0.261171,0,23
0.258691,0.259245,0,24
0.256972,0.257538,0,25
0.255489,0.256062,0,26
0.254152,0.254736,0,27
0.253002,0.253594,0,28
0.252023,0.252621,0,29
0.251147,0.251754,0,30
0.250387,0.251004,0,31
0.249749,0.250372,0,32
0.24916,0.249791,0,33
0.248659,0.249293,0,34
0.248223,0.248865,0,35
0.247844,0.248492,0,36
0.247493,0.248152,0,37
0.247166,0.247826,0,38
0.246901,0.247567,0,39
0.246647,0.247322,0,40
0.246423,0.247103,0,41
0.246207,0.246894,0,42
0.246043,0.246737,0,43
0.245879,0.246577,0,44
0.245762,0.246464,0,45
0.245643,0.246353,0,46
0.245535,0.24625,0,47
0.245443,0.246165,0,48
0.245358,0.246084,0,49
0.245238,0.245969,0,50
0.245167,0.245902,0,51
0.245068,0.245806,0,52
0.24501,0.245751,0,53
0.244944,0.245693,0,54
0.244872,0.245627,0,55
0.244815,0.245576,0,56
0.244748,0.245515,0,57
0.244691,0.245462,0,58
0.244652,0.245427,0,59
0.244613,0.245394,0,60
0.244569,0.245357,0,61
0.244522,0.245313,0,62
0.244484,0.24528,0,63
0.244445,0.245246,0,64
0.244405,0.24521,0,65
0.244347,0.245156,0,66
0.244305,0.24512,0,67
0.244274,0.245094,0,68
0.244248,0.245073,0,69
0.244205,0.245036,0,70
0.244184,0.24502,0,71
0.244141,0.244983,0,72
0.24412,0.244967,0,73
0.244097,0.24495,0,74
0.244067,0.244925,0,75
0.244045,0.244906,0,76
0.244014,0.244881,0,77
0.243968,0.244837,0,78
0.243945,0.244822,0,79
0.243919,0.244802,0,80
0.243897,0.244785,0,81
0.243867,0.244759,0,82
0.243831,0.244726,0,83
0.243808,0.244708,0,84
0.243789,0.244695,0,85
0.24377,0.244681,0,86
0.243754,0.244672,0,87
0.243728,0.244651,0,88
0.243701,0.244629,0,89
0.24368,0.244611,0,90
0.243663,0.2446,0,91
0.243638,0.24458,0,92
0.243618,0.244568,0,93
0.243601,0.244556,0,94
0.243583,0.244546,0,95
0.243571,0.244539,0,96
0.243548,0.244524,0,97
0.243528,0.244505,0,98
0.24351,0.244492,0,99
0.243483,0.244467,0,100
0.243466,0.244457,0,101
0.243448,0.244444,0,102
0.243434,0.244437,0,103
0.24342,0.244426,0,104
0.243404,0.244416,0,105
0.243383,0.2444,0,106
0.24336,0.244383,0,107
0.243343,0.244372,0,108
0.243328,0.244363,0,109
0.243314,0.244353,0,110
0.243304,0.244347,0,111
0.24328,0.244329,0,112
0.243265,0.244318,0,113
0.24325,0.244307,0,114
0.243231,0.24429,0,115
0.243209,0.244276,0,116
0.243193,0.244262,0,117
0.243177,0.24425,0,118
0.243164,0.244243,0,119
0.243147,0.24423,0,120
0.243135,0.24422,0,121
0.243122,0.244212,0,122
0.243101,0.244194,0,123
0.243086,0.244185,0,124
0.243077,0.244177,0,125
0.243062,0.244165,0,126
0.243049,0.244157,0,127
0.243028,0.244141,0,128
0.243008,0.244127,0,129
0.242988,0.244111,0,130
0.242974,0.244103,0,131
0.24295,0.244085,0,132
0.242934,0.244074,0,133
0.24292,0.244066,0,134
0.242912,0.244061,0,135
0.242895,0.24405,0,136
0.242883,0.244042,0,137
0.24287,0.244037,0,138
0.242847,0.24402,0,139
0.242836,0.244013,0,140
0.242825,0.244008,0,141
0.242814,0.244001,0,142
0.242802,0.243995,0,143
0.242788,0.243986,0,144
0.242776,0.243979,0,145
0.242766,0.243975,0,146
0.242756,0.24397,0,147
0.242747,0.243965,0,148
0.242733,0.243957,0,149
