train-logloss,val-logloss,search_id,boost_round
0.623629,0.625081,0,0
0.566782,0.569297,0,1
0.519552,0.523026,0,2
0.479909,0.484185,0,3
0.446324,0.451327,0,4
0.417706,0.423404,0,5
0.393162,0.399421,0,6
0.372027,0.378786,0,7
0.353798,0.361009,0,8
0.337984,0.345592,0,9
0.324246,0.332273,0,10
0.3123,0.320706,0,11
0.301897,0.310699,0,12
0.292831,0.301999,0,13
0.284928,0.294363,0,14
0.278014,0.287712,0,15
0.271978,0.281912,0,16
0.266708,0.276878,0,17
0.262102,0.2725,0,18
0.258074,0.268694,0,19
0.254557,0.265372,0,20
0.251485,0.262481,0,21
0.248806,0.259964,0,22
0.246464,0.257785,0,23
0.244427,0.255902,0,24
0.242647,0.254256,0,25
0.241105,0.252841,0,26
0.239752,0.251598,0,27
0.238564,0.250521,0,28
0.237533,0.249595,0,29
0.236638,0.248795,0,30
0.235856,0.248097,0,31
0.235175,0.247504,0,32
0.234587,0.247006,0,33
0.234075,0.246566,0,34
0.233626,0.246182,0,35
0.233234,0.245866,0,36
0.232892,0.245591,0,37
0.2326,0.245364,0,38
0.232337,0.245156,0,39
0.232105,0.244968,0,40
0.231905,0.244817,0,41
0.231735,0.244708,0,42
0.231576,0.244591,0,43
0.231437,0.244502,0,44
0.231312,0.244418,0,45
0.231206,0.244351,0,46
0.23111,0.244297,0,47
0.231024,0.244253,0,48
0.230952,0.244217,0,49
0.23088,0.244183,0,50
0.230818,0.244155,0,51
0.230762,0.244135,0,52
0.230708,0.244112,0,53
0.230659,0.244092,0,54
0.230615,0.244079,0,55
0.230574,0.244073,0,56
0.230538,0.244067,0,57
0.230504,0.244063,0,58
0.230463,0.244049,0,59
0.230437,0.244048,0,60
0.230413,0.244046,0,61
0.230382,0.244043,0,62
0.230358,0.244044,0,63
0.230332,0.244036,0,64
0.230313,0.24404,0,65
0.23029,0.244041,0,66
0.230271,0.244047,0,67
0.230254,0.244044,0,68
0.230219,0.244034,0,69
0.23019,0.244023,0,70
0.230171,0.244022,0,71
0.230145,0.244021,0,72
0.230119,0.244011,0,73
0.230101,0.244006,0,74
0.230082,0.244009,0,75
0.230051,0.244008,0,76
0.230033,0.244007,0,77
0.230015,0.244003,0,78
0.229994,0.243993,0,79
0.229979,0.243995,0,80
0.229963,0.243988,0,81
0.229945,0.243984,0,82
0.229921,0.24398,0,83
0.229895,0.243977,0,84
0.229878,0.243978,0,85
0.229865,0.24398,0,86
0.229848,0.243981,0,87
0.229836,0.243981,0,88
0.229811,0.243975,0,89
0.229794,0.243972,0,90
0.22977,0.243963,0,91
0.229756,0.243958,0,92
0.229736,0.243958,0,93
0.22972,0.24395,0,94
0.229695,0.243939,0,95
0.229671,0.243934,0,96
0.229647,0.243923,0,97
0.229629,0.243924,0,98
0.229612,0.243918,0,99
0.229581,0.243904,0,100
0.229566,0.243904,0,101
0.229548,0.243905,0,102
0.229537,0.243903,0,103
0.22952,0.2439,0,104
0.229487,0.243882,0,105
0.229462,0.243878,0,106
0.229439,0.243873,0,107
0.229422,0.243868,0,108
0.229403,0.243869,0,109
0.229366,0.243853,0,110
0.229351,0.243851,0,111
0.229334,0.243854,0,112
0.229312,0.243846,0,113
0.229293,0.243842,0,114
0.229278,0.243838,0,115
0.229256,0.243835,0,116
0.229232,0.243827,0,117
0.229214,0.243819,0,118
0.229191,0.243816,0,119
0.229178,0.243814,0,120
0.229146,0.243803,0,121
0.229135,0.243802,0,122
0.229123,0.2438,0,123
0.229102,0.243797,0,124
0.229091,0.243794,0,125
0.229073,0.243787,0,126
0.229061,0.243785,0,127
0.229042,0.243782,0,128
0.229033,0.24378,0,129
0.229019,0.243779,0,130
0.229001,0.243779,0,131
0.228984,0.243778,0,132
0.22897,0.243776,0,133
0.228949,0.243775,0,134
0.22892,0.243765,0,135
0.228894,0.24376,0,136
0.228871,0.243754,0,137
0.228863,0.243753,0,138
0.228852,0.243755,0,139
0.228831,0.24375,0,140
0.228816,0.24375,0,141
0.228792,0.243746,0,142
0.228784,0.243746,0,143
0.228762,0.243741,0,144
0.228745,0.243735,0,145
0.228731,0.243733,0,146
0.228723,0.243735,0,147
0.228714,0.24373,0,148
0.228698,0.243729,0,149
0.228683,0.243723,0,150
0.228668,0.24372,0,151
0.228651,0.243719,0,152
0.228636,0.243719,0,153
0.228622,0.243718,0,154
0.22861,0.243712,0,155
0.228596,0.243713,0,156
0.228582,0.243711,0,157
