test-logloss-mean,test-logloss-std,train-logloss-mean,train-logloss-std,search_id,boost_round
0.6849407500000001,8.437268515334888e-06,0.68493775,2.8613807855574547e-06,0,0
0.67690725,1.5594470173753274e-05,0.6769002499999999,6.179603547151054e-06,0,1
0.66905825,2.7123559869608944e-05,0.66904775,6.179603547135334e-06,0,2
0.6613957500000001,4.387126052441173e-05,0.66138275,2.772634126586983e-06,0,3
0.6538967499999999,5.613989223356478e-05,0.6538820000000001,8.485281374247057e-06,0,4
0.6465639999999999,6.634380151904719e-05,0.646546,6.745368781628939e-06,0,5
0.63940475,7.756730948023239e-05,0.6393845000000001,1.6560495161681928e-05,0,6
0.63239575,9.191402232520863e-05,0.63237225,2.0104414937975516e-05,0,7
0.6255355,9.9963743427302e-05,0.6255087500000001,1.9677080576155982e-05,0,8
0.6188255,9.997624717902161e-05,0.618796,2.664582518895219e-05,0,9
0.612258,0.000109720098432331,0.612225,2.9120439557151195e-05,0,10
0.605828,0.00011651394766292924,0.60578975,2.930337011334583e-05,0,11
0.59955125,0.00010884708310284544,0.5995105000000001,2.2410934831026548e-05,0,12
0.593389,0.00011798940630414218,0.59334425,2.528215774017868e-05,0,13
0.587355,0.00013020560663810557,0.587307,1.981161275615004e-05,0,14
0.58145775,0.00012171560088994645,0.58140525,3.5187888541346925e-05,0,15
0.57567425,0.0001208767450752751,0.5756185,4.145780987944161e-05,0,16
0.57000225,0.00012526047860359017,0.56994475,4.371713050967854e-05,0,17
0.564447,0.00012570401743779155,0.56438525,5.196813927783033e-05,0,18
0.5590055,0.00013078512912405868,0.55894025,5.319480707738976e-05,0,19
0.5536635,0.0001278289873229083,0.55359325,6.39545737222877e-05,0,20
0.54842825,0.00013122190175422107,0.5483545,6.955753014590955e-05,0,21
0.5432954999999999,0.0001346059062597093,0.54321875,7.321330138712578e-05,0,22
0.53827,0.00014236572621247444,0.53819,7.432698029653482e-05,0,23
0.533343,0.00014792396695599715,0.5332595,7.673493337455205e-05,0,24
0.5285075,0.00015265402058250088,0.52842025,7.849641711567361e-05,0,25
0.52376875,0.00015418394047371397,0.52367825,8.245415392811923e-05,0,26
0.51911875,0.00016025975009342764,0.5190245,8.268161827153589e-05,0,27
0.5145567499999999,0.00016447093208225323,0.51445975,8.495991701975056e-05,0,28
0.5100805,0.0001687787012629582,0.50998075,8.770511672647228e-05,0,29
0.5056934999999999,0.0001767165809990506,0.5055892500000001,8.873098387823237e-05,0,30
0.50138025,0.00017937443379701734,0.50127275,9.360655692846881e-05,0,31
0.49715625,0.00018494644495095899,0.49704625,9.154882577073801e-05,0,32
0.4930075,0.00018578818584614613,0.49289475,9.6073864812447e-05,0,33
0.4889375,0.00019073214202120967,0.48882224999999996,9.373466541254307e-05,0,34
0.48495025,0.00018344805122976295,0.48483200000000004,0.00010450119616539909,0,35
0.48102824999999994,0.0001824957191278728,0.48090774999999997,0.0001112865108627263,0,36
0.47718449999999996,0.0001858904247130604,0.47706025,0.00011077087839320913,0,37
0.47340475,0.00019339903696761088,0.4732775,0.00010864276321963518,0,38
0.469697,0.00019945550882339747,0.46956699999999996,0.00011115079846765914,0,39
0.466059,0.00020972243561432502,0.46592625,0.00010580967583355472,0,40
0.46248025000000004,0.00021602242360458269,0.46234474999999997,0.00010718529516682217,0,41
0.4589645,0.00021866927081781582,0.45882649999999997,0.00010897362066113867,0,42
0.45551274999999997,0.0002225616487627656,0.45537175,0.00011179752904246417,0,43
0.45212,0.0002257642575785521,0.451977,0.00011259884546477803,0,44
0.44879650000000004,0.00023471525301948831,0.44865075,0.00010750203486446543,0,45
0.44552475,0.00024214187473463629,0.44537649999999995,0.00010378463277383928,0,46
0.44231424999999996,0.00024808806400147674,0.4421615,0.000105419400491568,0,47
0.43916599999999995,0.00025064018033827735,0.43900925,0.00010686293791581502,0,48
0.43606924999999996,0.0002542708939300714,0.43590925,0.0001056559865790872,0,49
0.43302575,0.0002557590418733847,0.43286199999999997,0.00011152354011598058,0,50
0.430032,0.00025994903346617703,0.42986525000000003,0.00011020293780112904,0,51
0.42708825000000006,0.00026540758749515946,0.42691799999999996,0.00011016578416187031,0,52
0.42419625,0.0002640401247916737,0.424023,0.00011787069186188916,0,53
0.42135274999999994,0.0002679089164249629,0.42117550000000004,0.00011872973511299918,0,54
0.4185625,0.0002636233108053863,0.418382,0.00012728511303369564,0,55
0.41581625,0.0002658602781537686,0.4156335,0.00012957333830691705,0,56
0.41312275,0.0002715551279206354,0.41293674999999996,0.00012813542640504092,0,57
0.4104745,0.0002743669987443936,0.41028575,0.00012921179319241036,0,58
0.4078695,0.0002761290459187516,0.40767775000000006,0.0001327448209912488,0,59
